acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.61,0.54,3.34,2.58,3.99,4.64,3.4379208833246877,12:46:05
0.64,0.53,3.36,494.69,-1.52,499.97,3.4612281057451266,12:46:05
0.65,0.55,3.39,498.74,7.59,498.94,3.4952968400409143,12:46:06
0.69,0.51,3.47,6.93,13.52,495.07,3.574506959008473,12:46:06
0.66,0.55,3.39,495.93,488.17,3.77,3.497170284673024,12:46:07
0.58,0.49,3.35,499.05,9.13,5.7,3.4349672487521623,12:46:07
0.61,0.55,3.35,495.39,1.47,499.89,3.449217302519515,12:46:08
0.59,0.55,3.38,497.06,5.05,500.73,3.4749100707788108,12:46:08
0.65,0.56,3.44,489.87,10.88,12.1,3.5453772718851795,12:46:09
0.69,0.56,3.44,9.44,494.0,492.17,3.552928369669166,12:46:09
0.67,0.49,3.33,498.26,495.87,1.55,3.4318945205236133,12:46:10
0.62,0.52,3.35,496.3,492.27,500.25,3.4463458909401417,12:46:10
0.62,0.54,3.34,495.48,3.15,500.65,3.4397092900418196,12:46:11
0.68,0.54,3.42,495.28,11.6,5.19,3.5285124344403265,12:46:11
0.69,0.54,3.41,4.22,492.25,492.19,3.520766961899069,12:46:12
0.61,0.48,3.32,5.11,0.58,493.38,3.4095307595034248,12:46:12
0.61,0.56,3.34,493.72,-1.61,2.77,3.4411190040450506,12:46:13
0.61,0.53,3.33,493.93,495.27,500.37,3.4266455900778534,12:46:13
0.63,0.55,3.39,487.17,10.33,13.05,3.4916328558426644,12:46:14
0.67,0.59,3.45,500.16,-1.56,497.57,3.563635783858951,12:46:14
0.61,0.54,3.35,1.71,1.39,496.54,3.4476368718297468,12:46:15
0.63,0.56,3.35,498.64,5.46,2.55,3.4544174617437307,12:46:15
0.69,0.52,3.41,492.68,0.93,9.37,3.517754965883781,12:46:16
0.69,0.5,3.4,496.46,0.63,2.91,3.505153348999156,12:46:16
0.71,0.5,3.42,496.84,0.92,3.9,3.5285266046892714,12:46:17
0.72,0.48,3.43,495.3,492.64,499.11,3.537470847936418,12:46:18
0.68,0.52,3.39,487.61,487.4,3.99,3.4964124470662785,12:46:18
0.53,0.54,3.23,491.16,480.9,494.65,3.31743877110038,12:46:19
0.59,0.58,3.4,480.58,487.56,19.57,3.4992141975020616,12:46:19
0.65,0.54,3.39,482.0,487.37,14.89,3.4937372540017946,12:46:20
0.61,0.56,3.36,485.47,486.3,16.15,3.4605346407744566,12:46:20
0.62,0.56,3.34,484.06,491.06,19.15,3.4429057495086908,12:46:21
0.65,0.55,3.4,476.71,485.13,22.55,3.5049964336643766,12:46:21
0.66,0.52,3.38,484.95,487.69,9.23,3.482872377793938,12:46:22
0.62,0.54,3.36,493.81,488.9,10.63,3.4591328393110317,12:46:22
0.63,0.49,3.22,483.29,493.72,23.75,3.3174387711003805,12:46:23
0.62,0.54,3.33,473.29,487.36,20.84,3.43,12:46:23
0.65,0.54,3.4,468.75,483.39,25.23,3.503441165482874,12:46:24
0.68,0.53,3.41,493.18,489.31,2.42,3.517300100929689,12:46:24
0.57,0.49,3.34,493.57,488.05,5.14,3.423536183538886,12:46:25
0.6,0.54,3.36,498.82,6.6,500.16,3.455604143995663,12:46:25
0.66,0.54,3.37,483.05,497.45,7.97,3.476219210579218,12:46:26
0.73,0.52,3.47,5.8,7.93,496.5,3.5838805783675327,12:46:26
0.67,0.56,3.43,3.56,489.91,493.78,3.539406729947831,12:46:27
0.6,0.45,3.35,500.5,494.49,1.55,3.4329287787543743,12:46:27
0.66,0.54,3.37,497.57,2.97,500.56,3.476219210579218,12:46:28
0.64,0.51,3.35,494.95,497.92,500.89,3.448506923293036,12:46:28
0.74,0.51,3.46,2.16,7.05,1.11,3.574814680511425,12:46:30
0.64,0.55,3.35,493.44,488.38,4.8,3.4546490415091373,12:46:30
0.67,0.46,3.39,496.87,495.98,11.99,3.486057945588398,12:46:31
0.7,0.52,3.44,494.08,2.69,500.39,3.5488026149674767,12:46:31
0.69,0.52,3.46,491.51,497.31,4.95,3.5662445233045923,12:46:32
0.72,0.52,3.49,9.03,10.66,493.12,3.601235898965798,12:46:32
0.63,0.53,3.38,494.14,485.77,4.46,3.478821639578551,12:46:33
0.65,0.53,3.38,5.02,7.31,3.57,3.482499102656022,12:46:33
0.68,0.53,3.43,491.48,-0.42,498.77,3.5366933709327983,12:46:34
0.67,0.58,3.43,497.21,0.92,2.47,3.5426261445430565,12:46:34
0.74,0.55,3.48,13.0,15.67,497.26,3.6000694437746614,12:46:35
0.71,0.5,3.33,0.65,2.56,497.09,3.4413660078521144,12:46:35
0.65,0.54,3.39,491.9,1.21,3.22,3.4937372540017946,12:46:36
0.67,0.55,3.42,492.9,-1.98,500.48,3.52814398799142,12:46:36
0.66,0.54,3.41,494.99,-1.97,0.94,3.51501066854711,12:46:37
0.69,0.54,3.5,0.78,8.31,3.11,3.6080049889100763,12:46:38
0.68,0.57,3.42,498.38,490.71,496.13,3.533227985850899,12:46:38
0.66,0.55,3.34,497.85,2.01,11.78,3.4487244018622305,12:46:39
0.63,0.57,3.39,494.22,4.05,1.61,3.494839052088093,12:46:39
0.64,0.55,3.41,499.67,7.59,500.02,3.512862080981831,12:46:40
0.7,0.56,3.49,497.82,4.39,5.29,3.603290163170321,12:46:40
0.68,0.57,3.44,499.35,491.66,496.29,3.5525906040522033,12:46:41
0.93,0.38,3.81,499.24,497.66,499.43,3.940228419774671,12:46:41
0.92,0.39,3.79,497.85,1.63,8.06,3.9195152761534175,12:46:42
0.92,0.39,3.83,497.7,2.59,504.88,3.958206664639935,12:46:42
0.94,0.39,3.84,498.21,1.01,10.34,3.9725684386804465,12:46:43
0.93,0.37,3.89,498.57,-0.08,503.45,4.016702627778163,12:46:43
0.92,0.4,3.85,497.86,-0.14,510.03,3.9785550140723203,12:46:44
0.91,0.4,3.84,498.38,0.76,506.38,3.9665728280216914,12:46:44
0.92,0.39,3.85,498.04,0.78,502.26,3.9775620673975665,12:46:45
0.92,0.39,3.88,496.96,2.09,506.98,4.0066070433722345,12:46:45
0.92,0.41,3.89,496.94,0.31,7.01,4.018283215503855,12:46:46
0.93,0.41,3.85,497.82,0.91,6.78,3.981896533060597,12:46:46
0.93,0.42,3.84,494.55,1.05,503.14,3.973273209835941,12:46:47
0.91,0.44,3.93,497.1,2.33,504.36,4.057905863866238,12:46:47
0.9,0.45,3.94,4.99,497.55,498.16,4.066460377281451,12:46:48
0.86,0.48,3.77,13.11,479.11,491.98,3.8965240920594857,12:46:48
0.76,0.5,3.61,7.64,492.23,500.85,3.722861802431028,12:46:49
0.64,0.59,3.39,5.44,479.53,488.21,3.49997142845481,12:46:49
0.47,0.51,3.36,2.4,496.72,501.15,3.4308308031728987,12:46:50
0.41,0.54,3.25,6.96,497.88,495.89,3.319969879381438,12:46:50
0.46,0.53,3.43,480.25,25.4,36.89,3.5010569832551997,12:46:51
0.62,0.55,3.39,490.74,4.2,23.06,3.4898424033185225,12:46:51
0.7,0.56,3.44,493.99,0.16,7.08,3.554883964351016,12:46:52
0.63,0.56,3.37,495.41,-0.93,8.05,3.4738163451742814,12:46:52
0.66,0.51,3.37,492.75,2.98,16.88,3.4716854696242287,12:46:53
0.64,0.49,3.34,6.16,2.77,502.19,3.4358841656842856,12:46:53
0.63,0.51,3.38,491.49,496.07,2.98,3.4758308359297345,12:46:54
0.66,0.54,3.46,3.82,18.53,504.12,3.5635375682038206,12:46:54
0.7,0.57,3.41,0.95,497.49,498.97,3.5274636780553816,12:46:55
0.61,0.49,3.49,4.93,3.24,499.49,3.5766324944002843,12:46:55
0.66,0.53,3.46,498.96,6.36,497.77,3.562035934686791,12:46:56
0.67,0.55,3.48,3.0,11.39,501.03,3.586335176750773,12:46:56
0.66,0.62,3.52,9.18,5.71,491.99,3.6346113960092077,12:46:57
0.62,0.49,3.47,10.58,15.28,501.1,3.5588481282572313,12:46:57
0.64,0.54,3.43,500.15,498.14,505.18,3.5307364670844525,12:46:58
0.66,0.57,3.41,4.59,11.42,496.75,3.519744308895179,12:46:58
0.71,0.53,3.45,20.63,22.71,491.18,3.561951712193752,12:46:59
0.67,0.54,3.41,2.02,492.08,500.11,3.5169020458352267,12:46:59
0.64,0.47,3.41,494.22,496.58,9.05,3.5012283558774056,12:47:00
0.66,0.53,3.39,498.21,-1.06,502.33,3.4940807088560506,12:47:00
0.67,0.6,3.48,491.7,5.79,505.19,3.5943427771986354,12:47:01
0.77,0.53,3.49,9.13,9.4,500.76,3.6130181289332053,12:47:01
0.62,0.54,3.4,494.72,490.01,11.26,3.4979994282446643,12:47:02
0.61,0.55,3.37,2.61,4.06,5.71,3.468645268689204,12:47:02
0.65,0.53,3.4,494.74,-1.43,506.91,3.5019137625018693,12:47:03
0.65,0.56,3.47,498.8,7.68,505.41,3.5744929710379907,12:47:03
0.7,0.51,3.5,7.0,13.59,497.14,3.605565142942227,12:47:04
0.66,0.55,3.43,495.98,488.26,9.75,3.5359581445486596,12:47:04
0.58,0.49,3.44,499.14,9.17,9.46,3.52279718405701,12:47:05
0.61,0.56,3.4,495.4,1.51,507.79,3.4993856603695455,12:47:05
0.6,0.55,3.45,497.1,5.12,503.34,3.5447143749532204,12:47:06
0.65,0.56,3.5,489.93,10.92,20.88,3.6036231767486457,12:47:06
0.7,0.57,3.47,9.53,494.02,501.42,3.5854985706314264,12:47:07
0.67,0.49,3.43,498.29,495.97,6.88,3.5290083592986856,12:47:07
0.62,0.53,3.43,496.38,492.34,504.27,3.5256488764481357,12:47:08
0.62,0.55,3.43,495.51,3.23,507.67,3.528710812747341,12:47:08
0.68,0.55,3.5,495.36,11.68,8.98,3.607616941971528,12:47:09
0.69,0.54,3.43,4.3,492.28,497.53,3.54014124012023,12:47:09
0.62,0.48,3.37,5.16,0.67,499.88,3.460014450836875,12:47:10
0.62,0.57,3.35,493.81,-1.55,5.14,3.454243766731005,12:47:10
0.62,0.53,3.34,494.02,495.34,501.4,3.4381535742313782,12:47:11
0.64,0.56,3.48,487.23,10.37,15.18,3.5824014292091837,12:47:11
0.68,0.59,3.47,500.26,-1.49,503.79,3.58488493539193,12:47:12
0.61,0.54,3.4,1.75,1.45,501.68,3.49624083838628,12:47:12
0.63,0.56,3.43,498.71,5.51,10.99,3.532053227232002,12:47:13
0.69,0.52,3.45,492.74,0.96,15.23,3.5565432655880906,12:47:13
0.7,0.51,3.46,496.52,0.73,5.17,3.5667492202284143,12:47:14
0.72,0.51,3.52,496.92,0.96,7.0,3.628897904323019,12:47:14
0.72,0.48,3.53,495.37,492.67,503.49,3.6345150983315504,12:47:15
0.69,0.53,3.41,487.63,487.44,9.5,3.5192470785666643,12:47:15
0.54,0.54,3.25,491.23,480.98,496.53,3.338517635118916,12:47:16
0.6,0.59,3.43,480.63,487.58,28.17,3.531713465161068,12:47:16
0.65,0.54,3.48,482.09,487.45,20.93,3.5811311062288684,12:47:17
0.62,0.56,3.4,485.57,486.4,19.04,3.501142670614838,12:47:17
0.63,0.57,3.36,484.13,491.07,26.27,3.4657466727964983,12:47:18
0.65,0.56,3.44,476.79,485.17,25.25,3.5453772718851795,12:47:18
0.66,0.53,3.44,484.99,487.78,11.23,3.5426120306914783,12:47:19
0.62,0.55,3.39,493.85,488.98,14.55,3.4898424033185225,12:47:19
0.64,0.5,3.31,483.33,493.8,27.73,3.4081813332039714,12:47:20
0.63,0.54,3.35,473.3,487.43,25.41,3.4512316642033753,12:47:20
0.66,0.55,3.46,468.81,483.46,30.48,3.5650666192933897,12:47:21
0.69,0.54,3.49,493.27,489.36,3.88,3.598305156598034,12:47:21
0.58,0.49,3.41,493.62,488.07,7.21,3.493508265340158,12:47:22
0.6,0.54,3.44,498.87,6.69,505.37,3.5334402499547095,12:47:22
0.66,0.54,3.42,483.09,497.54,9.18,3.524712754253884,12:47:23
0.73,0.53,3.53,5.84,8.02,499.38,3.6434461708662584,12:47:23
0.68,0.56,3.53,3.63,489.99,501.35,3.6382550762693917,12:47:24
0.61,0.45,3.37,500.52,494.54,3.71,3.454200341613092,12:47:24
0.67,0.55,3.46,497.6,3.04,509.77,3.566931454345598,12:47:25
0.64,0.51,3.36,495.03,497.96,508.8,3.458222086564135,12:47:25
0.75,0.51,3.49,2.25,7.08,2.25,3.605925678657285,12:47:26
0.65,0.55,3.36,493.47,488.46,6.29,3.466208303030849,12:47:26
0.68,0.47,3.47,496.88,496.03,14.3,3.567099662190559,12:47:27
0.71,0.52,3.5,494.1,2.71,506.1,3.608947214909079,12:47:27
0.69,0.52,3.48,491.6,497.38,6.18,3.585651963032664,12:47:28
0.72,0.53,3.53,9.13,10.69,498.6,3.6414557528548936,12:47:28
0.63,0.53,3.4,494.16,485.83,10.74,3.4982567087050658,12:47:29
0.66,0.54,3.39,5.1,7.41,7.83,3.4956115344814847,12:47:29
0.69,0.54,3.52,491.55,-0.32,503.66,3.6274095440134686,12:47:30
0.68,0.59,3.5,497.27,1.02,10.57,3.613931377323039,12:47:30
0.74,0.56,3.5,13.04,15.75,501.77,3.6209391047075066,12:47:31
0.71,0.51,3.36,0.67,2.64,498.45,3.471858292039005,12:47:31
0.66,0.55,3.45,491.96,1.24,6.64,3.555362147517465,12:47:32
0.67,0.56,3.45,492.98,-1.93,507.54,3.5587919298548494,12:47:32
0.66,0.55,3.48,495.06,-1.93,4.2,3.58448043654865,12:47:33
0.69,0.54,3.57,0.88,8.41,10.8,3.6759488570979872,12:47:33
0.68,0.57,3.48,498.39,490.73,505.23,3.59133679846377,12:47:34
0.66,0.55,3.37,497.92,2.03,17.04,3.4777866524558405,12:47:34
0.64,0.58,3.48,494.3,4.11,3.0,3.585582240027413,12:47:35
0.64,0.56,3.43,499.7,7.66,501.83,3.5338505910691813,12:47:35
0.71,0.56,3.56,497.89,4.42,8.23,3.673050503328262,12:47:36
0.68,0.58,3.5,499.39,491.7,499.82,3.6123122788596227,12:47:36
0.93,0.38,3.87,499.28,497.73,503.29,3.9982746278863837,12:47:37
0.93,0.4,3.81,497.87,1.68,12.11,3.942207503417343,12:47:37
0.93,0.39,3.86,497.77,2.64,509.88,3.989561379399996,12:47:38
0.95,0.39,3.91,498.25,1.05,14.56,4.042610542706284,12:47:38
0.93,0.38,3.93,498.62,-0.03,507.35,4.056377694446118,12:47:39
0.92,0.4,3.94,497.92,-0.08,512.78,4.065710270051224,12:47:39
0.92,0.4,3.88,498.48,0.85,511.42,4.0075927936855065,12:47:40
0.93,0.4,3.86,498.14,0.81,509.15,3.9905513403538615,12:47:40
0.93,0.4,3.94,496.97,2.17,510.3,4.067984759066828,12:47:41
0.93,0.42,3.91,497.02,0.33,15.68,4.040965231228797,12:47:41
0.93,0.41,3.92,497.89,0.98,13.8,4.049617265865998,12:47:42
0.93,0.42,3.87,494.59,1.13,505.72,4.002274353414569,12:47:42
0.91,0.45,3.97,497.15,2.35,506.71,4.097743281368417,12:47:43
0.91,0.46,3.96,5.08,497.61,503.82,4.089168619658524,12:47:43
0.87,0.48,3.81,13.19,479.15,496.22,3.9374357137609244,12:47:44
0.77,0.5,3.66,7.72,492.26,504.31,3.7733936979859393,12:47:44
0.64,0.59,3.41,5.5,479.57,494.92,3.5193465302524563,12:47:45
0.48,0.52,3.42,2.42,496.73,507.53,3.492448997480135,12:47:45
0.42,0.55,3.33,6.97,497.95,505.14,3.4011468653970236,12:47:46
0.46,0.54,3.52,480.35,25.44,39.06,3.5907659350060674,12:47:46
